,original,duplicate
2418,800030,"{800030: 114.39354983963192, 799879: 66.61018283136742, 736740: 61.715997410016435, 800008: 60.75297706180545, 800565: 59.60763453499263}"
2419,800032,"{800032: 103.57107737178944, 794021: 55.385371263445876, 794830: 53.59987532282066, 787365: 52.076119696844074, 793383: 51.51593999939384}"
2420,800059,"{800059: 82.74989066491449, 799057: 36.02520294234618, 797973: 35.663739917546394, 810509: 33.86218093635013, 797183: 30.150589760380573}"
2421,800121,"{800121: 132.129737226389, 804508: 60.87196040635341, 799879: 60.35906858280144, 783071: 59.581160646230096, 890385: 59.32263437754354}"
2422,800173,"{800173: 86.37508212993029, 791615: 36.59916336193672, 800174: 29.48331829050827, 805684: 29.01547147725687, 792503: 28.487637904323037}"
2423,800260,"{800260: 164.99475107481237, 922516: 61.87793852691245, 514354: 61.399494274787244, 641091: 61.07308384667738, 786583: 60.941642710572154}"
2424,800290,"{800290: 86.10917715153187, 800265: 76.17072806622654, 800297: 69.38781634149903, 802066: 62.013186785168955, 710355: 62.00672189536698}"
2425,800323,"{800323: 135.34613146586784, 646051: 59.672175674220625, 801372: 59.646621048635225, 583785: 59.16901527734782, 799742: 58.07735323462029}"
2426,800379,"{800379: 7.041150218442848, 341952: 6.582660170382903, 743683: 6.276152696919441, 775225: 6.276152696919441, 772463: 6.180229644300012}"
2427,800406,"{800406: 142.06144627639907, 801424: 56.439641508091455, 709756: 48.03444801753484, 655734: 47.79998723416767, 632760: 45.66671604820527}"
2428,800442,"{800442: 64.02227523874689, 820524: 23.737877406518635, 727429: 22.743480676074327, 821345: 21.6851506149013, 781515: 21.669091662564387}"
2429,800565,"{800565: 125.11064097406751, 799879: 73.42600628606033, 805949: 71.67432029942383, 803805: 70.498457756967, 804424: 67.67903913676963}"
2430,800705,"{800705: 32.131651625863206, 639298: 16.494197966661645, 311957: 15.599212290705324, 688725: 14.734477582741992, 369297: 13.244245670179371}"
2431,800742,"{800742: 22.29667186541972, 800717: 21.927699034138538, 800718: 21.927699034138538, 800719: 21.927699034138538, 800722: 21.927699034138538}"
2432,800816,"{800816: 170.43991189552534, 843862: 37.24283183558877, 830559: 35.324756669344474, 792503: 34.49179936772859, 798198: 34.32883486127355}"
2433,800932,"{800932: 135.75393036775574, 924803: 59.96494535828253, 388025: 56.193001539330574, 453012: 55.70663481727391, 667397: 55.21381128556445}"
2434,801122,"{801122: 103.89157491697388, 801360: 72.32077024078077, 811223: 67.96296666895557, 799857: 65.9344656600602, 817880: 65.05416308829706}"
2435,801124,"{801124: 103.43123997617688, 575234: 31.92527537674082, 572038: 31.840086273498674, 729220: 30.6520597707044, 566091: 29.853096222708352}"
2436,801247,"{801247: 105.86410499167373, 805441: 61.40440513954418, 867528: 61.3819161917086, 807255: 60.73830505016575, 693401: 60.560114293853694}"
2437,801323,"{801323: 40.593396886467254, 772319: 23.974875907988967, 629039: 22.93482235071564, 279123: 22.89984932156893, 646372: 22.86196286435977}"
2438,801360,"{801360: 104.32722332252848, 801122: 74.01388946799753, 799857: 67.53609187468362, 800008: 64.91472549390087, 807942: 64.28868801083676}"
2439,801409,"{801409: 172.69772420204094, 789611: 65.4922476468239, 691429: 64.59378836588878, 437819: 63.68947970319155, 936880: 62.03545856536345}"
2440,801469,"{801469: 143.86339609674533, 804454: 64.14822245023021, 864260: 63.83269754488552, 804508: 63.79006973970928, 821797: 63.13421758652241}"
2441,801496,"{801496: 70.63292247580685, 801497: 45.920062909594975, 801492: 38.40770103251142, 801495: 36.91958867017908, 801491: 35.98589527970324}"
2442,801497,"{801497: 123.77500866254297, 801491: 68.49039853329616, 801495: 61.626660059930046, 801494: 59.58741931695038, 801496: 54.64385719094518}"
2443,801537,"{801537: 80.0971447180705, 801524: 62.389466404617515, 751966: 60.08355310792324, 802075: 60.08355310792324, 802067: 59.276293498835116}"
2444,801786,"{801786: 161.5587240115478, 763163: 48.721153782997504, 682099: 47.03911004776799, 798382: 44.09492007608579, 682549: 42.85351005514772}"
2445,801805,"{801805: 167.9030765748656, 848552: 41.227673354764036, 876269: 40.20316617209551, 810158: 39.34551952627282, 789655: 39.24345541671285}"
2446,801880,"{801880: 135.30128686725644, 662333: 68.33853264049208, 376356: 61.137757705355035, 801282: 60.719326971551105, 413756: 60.304036620812404}"
2447,801952,"{801952: 132.82499268596678, 866950: 51.30459142394842, 871066: 49.41796412453794, 719292: 45.02414808235945, 823436: 42.294357664806604}"
2448,802054,"{802054: 75.41219120289085, 802072: 68.54468172626662, 759026: 61.580590719645116, 787761: 61.580590719645116, 802075: 60.83894642467375}"
2449,802124,"{802124: 123.73783942462894, 790302: 61.66541130346795, 790653: 61.66541130346795, 790656: 61.66541130346795, 797879: 59.11082513961999}"
2450,802267,"{802267: 63.297751646726525, 943731: 31.515009502012756, 784629: 28.562906503864067, 944459: 26.9205917870394, 826999: 25.185952691319596}"
2451,802417,"{802417: 269.65793643455413, 804157: 74.12243681619178, 229792: 68.46366197796345, 273832: 67.9308257060828, 481681: 63.89843431235007}"
2452,802421,"{802421: 120.67587119072181, 802419: 49.54869890620858, 864110: 41.27046900825785, 801068: 36.50557346299921, 729522: 31.85912794905567}"
2453,802435,"{802435: 172.2259207260237, 777177: 34.03859137642799, 775779: 33.73994892784102, 783605: 32.141171383498445, 428712: 28.39824198429471}"
2454,802550,"{802550: 92.13967259679401, 494887: 34.3274402180808, 724848: 34.17075273646798, 605837: 34.06546874716135, 387487: 33.24087645388603}"
2455,802761,"{802761: 282.29326698784786, 481041: 63.22291368191394, 508712: 60.831477522126605, 311626: 57.548645995704526, 444885: 51.7434292759062}"
2456,803227,"{803227: 77.22561129537242, 661505: 21.546686265633348, 802267: 20.66159812314488, 686065: 20.232746562741728, 794917: 20.18621394213572}"
2457,803457,"{803457: 45.79491402052797, 759722: 42.59356282814174, 759760: 42.59356282814174, 760934: 42.59356282814174, 760939: 42.59356282814174}"
2458,803596,"{803596: 117.29508427120805, 790821: 53.5577967238604, 803667: 33.09451633605474, 913991: 26.756397054891355, 874513: 25.692228701899197}"
2459,803598,"{803598: 428.98199727371417, 750625: 275.0831591926437, 798778: 258.84682899626966, 797302: 248.45312731545778, 806174: 178.16806865727332}"
2460,803629,"{803629: 87.38610534750468, 532792: 48.38117350097702, 285989: 46.487321739448596, 424048: 45.75414761465479, 771924: 45.539126284537254}"
2461,803637,"{803637: 261.0008614543646, 847314: 44.536013319040066, 926323: 38.587820675255166, 949336: 36.14214829687109, 882575: 35.44606635451677}"
2462,803818,"{803818: 128.57084189384977, 765566: 69.68894440811978, 801123: 68.01996047632892, 768594: 63.393080476003135, 717337: 62.90975169469966}"
2463,803882,"{803882: 165.07468782326146, 905009: 44.02964696396238, 902816: 43.03475866283362, 902385: 38.844378107273066, 779882: 36.24888014774401}"
2464,803984,"{803984: 69.9135663774239, 855518: 24.600052201366275, 807274: 22.005372803197247, 913014: 21.444219066992176, 915926: 21.254718692062866}"
2465,804068,"{804068: 106.32580818360236, 524515: 22.047189882007153, 904049: 20.551094662133664, 897408: 19.5580028493697, 790488: 19.46512170750116}"
2466,804124,"{804124: 326.56715574272374, 805134: 87.86931060785713, 736291: 77.96399039951103, 456929: 77.51952102320095, 649112: 69.37307989006058}"
2467,804157,"{804157: 152.5819862460537, 389560: 72.73046512265941, 345911: 67.71645686930454, 653447: 67.68518319021062, 432796: 67.46554598410425}"
2468,804218,"{804218: 81.33993758824586, 890264: 28.015530852777495, 809564: 26.78208695910431, 858724: 24.170064463093702, 906697: 23.68962797597704}"
2469,804235,"{804235: 141.47000863164587, 886323: 36.58452562982745, 607048: 31.186883221485296, 801497: 30.819735274841413, 752186: 30.17657275006345}"
2470,804251,"{804251: 98.09191186026993, 801497: 37.970349436822076, 801491: 34.406569504432404, 801495: 34.406569504432404, 341808: 33.20443212084463}"
2471,804260,"{804260: 86.58232363471471, 804258: 35.480484933202916, 804182: 30.976700126035123, 840336: 30.662660178891475, 813428: 29.937551027100387}"
2472,804283,"{804283: 101.51697122826162, 811835: 44.20721873629803, 262912: 43.75671617627227, 234939: 43.44311045967045, 214650: 41.652907405623054}"
2473,804424,"{804424: 109.75945834868901, 805949: 70.96739638198233, 800565: 61.821222733270574, 803805: 61.680615425585984, 801360: 61.01165625594701}"
2474,804488,"{804488: 79.41628521341396, 946642: 60.553300131968484, 794377: 59.41121975161043, 797879: 59.11082513961999, 946636: 58.81082304029197}"
2475,804508,"{804508: 137.72357309423316, 864260: 63.83269754488552, 864259: 62.40134825121382, 872949: 61.91956996123673, 864252: 61.53340055012427}"
2476,804525,"{804525: 34.221818482994316, 841292: 33.19149134185373, 863976: 29.038942703999297, 319113: 25.596964252327115, 528185: 25.219067489578133}"
2477,804624,"{804624: 92.63054805199083, 815545: 26.748954915581887, 581684: 26.578485556141338, 886323: 26.025497557254624, 335795: 25.14079942255992}"
2478,804656,"{804656: 99.68025639377997, 802784: 29.552871546949945, 803929: 29.449740555321323, 797196: 28.42257587317052, 832943: 27.091172779963433}"
2479,804666,"{804666: 93.88396492822156, 802066: 74.21685665841646, 804953: 69.01107875741529, 808541: 69.01107875741529, 807269: 68.97755517640171}"
2480,804892,"{804892: 112.81922294345897, 798221: 38.21346859893477, 884519: 37.8799041008453, 292252: 37.02328324482191, 420200: 36.92581914797426}"
2481,804896,"{804896: 199.59329616566197, 782712: 47.18887335160601, 804222: 42.21445926982437, 832811: 38.89690691019021, 831022: 38.73899450487759}"
2482,804953,"{804953: 91.67942815633728, 808541: 73.1042086411401, 807269: 68.97755517640171, 804617: 68.10813553147443, 797721: 67.63717788147281}"
2483,805035,"{805035: 47.464016399833504, 770636: 20.5832043015373, 898853: 16.910651101975905, 728711: 16.29101181945107, 292486: 16.217600195613695}"
2484,805065,"{805065: 336.5206749235126, 800208: 91.66490027455761, 806421: 81.99590377484247, 807255: 60.73830505016575, 839289: 60.28102316318085}"
2485,805134,"{805134: 206.24097772257795, 805949: 70.4516913396094, 804424: 70.29882783900902, 807874: 70.19935098610205, 803805: 66.29069649599714}"
2486,805139,"{805139: 197.46837086940542, 594894: 66.44746033344155, 857961: 62.267011073319686, 863701: 61.91207811253515, 949938: 61.515653957309944}"
2487,805203,"{805203: 88.04116624154263, 788965: 26.429354755893453, 786095: 24.82171611954518, 804910: 24.285246531724532, 919803: 22.947163117694345}"
2488,805257,"{805257: 78.56859146644588, 935773: 23.702783016048116, 809564: 22.11412208387234, 581703: 19.26143643814308, 882652: 19.256786733283533}"
2489,805383,"{805383: 88.65994889031442, 807269: 72.22614608729714, 807249: 68.44610899646504, 804039: 66.23414652033685, 804953: 66.23414652033685}"
2490,805407,"{805407: 153.9078867255526, 822582: 99.69175461322608, 803705: 93.25111456498085, 799886: 87.55235158821932, 832115: 85.75645541734481}"
2491,805445,"{805445: 88.60621632837311, 813436: 30.204316868113594, 890264: 30.155148480055882, 804258: 28.4247027114034, 810357: 26.893394397324162}"
2492,805684,"{805684: 174.3184361000978, 771877: 50.90439346493038, 757747: 43.70279769231441, 899908: 43.15502477689164, 824165: 42.01015709531356}"
2493,805690,"{805690: 131.45127895369598, 801247: 64.54616167137699, 867528: 63.69597887632742, 872949: 62.15396100851103, 693401: 61.12007159891471}"
2494,805850,"{805850: 77.4166055450446, 705323: 32.386807815687554, 727926: 28.051411966353793, 921419: 27.958093117029826, 930255: 27.819257304631474}"
2495,805949,"{805949: 102.79178846923456, 804424: 71.80795315249784, 800565: 66.24615320809956, 799879: 61.95403089654256, 803805: 61.011930411398204}"
2496,805978,"{805978: 101.59816232512438, 805348: 71.18775361132901, 803979: 62.261781993794344, 763357: 59.01255208009471, 849428: 58.9362762773994}"
2497,806008,"{806008: 95.55436485043688, 891545: 42.694916259891514, 499434: 36.76212610812135, 808005: 36.623048407423944, 813719: 35.79078807683203}"
2498,806043,"{806043: 110.87161864047431, 825829: 74.02840065202477, 788778: 70.95931225802907, 786443: 62.585306848192744, 893327: 60.17915933877583}"
2499,806065,"{806065: 124.76114940058213, 842635: 60.30135632035912, 811255: 59.845601426331456, 810611: 59.344910952464865, 809299: 58.57847881439047}"
2500,806143,"{806143: 145.2119967896485, 919240: 59.84296291010603, 807390: 59.63737559256993, 926601: 57.733392484218584, 926602: 57.733392484218584}"
2501,806195,"{806195: 141.79306344737105, 808333: 67.67322131795902, 808334: 67.67322131795902, 760000: 65.1912721226713, 811629: 65.11349204236534}"
2502,806217,"{806217: 125.0647798384045, 806216: 68.44420834645618, 737648: 53.16988957685958, 820877: 52.00813432112557, 693108: 51.87415014907676}"
2503,806292,"{806292: 165.8938247833147, 919803: 32.88486833735612, 485372: 32.170695724278985, 294492: 31.844525826741922, 665382: 29.28286836407313}"
2504,806323,"{806323: 219.19552542124143, 801247: 75.60694029867646, 805690: 67.06050485842783, 806130: 66.53372583138538, 693401: 66.46200065955638}"
2505,806414,"{806414: 144.82098432405022, 776658: 61.6917357581852, 928184: 58.6233840037243, 938781: 56.78115564373746, 842406: 55.524360894766474}"
2506,806421,"{806421: 401.84079178135727, 800208: 343.5675425417142, 805065: 114.42354361629177, 818111: 66.05256583293406, 902533: 65.39039575792519}"
2507,806792,"{806792: 135.4092761776904, 691884: 62.48395100980293, 819848: 61.937899147262584, 819222: 59.56870387186176, 813362: 58.94355874285959}"
2508,807084,"{807084: 119.38390257399837, 826633: 66.53314972435038, 509362: 65.8394094522729, 817969: 61.03974791680801, 819880: 60.39054381402541}"
2509,807217,"{807217: 137.31456773480613, 539623: 39.39380867188341, 602199: 35.28045117532068, 808215: 31.42756937884696, 729865: 29.8827635013838}"
2510,807249,"{807249: 103.7228563521154, 807269: 72.22614608729714, 805383: 66.70068118046889, 804039: 66.23414652033685, 804953: 66.23414652033685}"
2511,807255,"{807255: 76.83276444620104, 864260: 59.88797428939483, 867536: 59.88797428939483, 864259: 56.712116352426875, 839289: 55.970093155409515}"
2512,807269,"{807269: 72.22614608729714, 807249: 68.44610899646504, 805383: 66.70068118046889, 804039: 66.23414652033685, 804953: 66.23414652033685}"
2513,807292,"{807292: 131.57759741002053, 807290: 114.47909204984053, 275347: 38.115088197430296, 726349: 37.15391339282976, 726350: 37.15391339282976}"
2514,807390,"{807390: 121.02974080585675, 807942: 76.67741666840384, 849428: 71.76816982439595, 800008: 69.4458244766227, 801122: 67.38562082514079}"
2515,807558,"{807558: 239.17391702906357, 728792: 67.50475135744783, 764283: 66.11390772878651, 768594: 65.70077196031616, 680014: 65.36359919371299}"
2516,807568,"{807568: 132.2365790420789, 801122: 67.8225560754275, 800008: 67.3609361931892, 801360: 65.62596703917481, 807390: 64.5365578868635}"
2517,807591,"{807591: 108.7579260932197, 677060: 62.4254345175046, 843804: 62.138910910618414, 922498: 61.46524067457707, 809299: 58.57847881439047}"
2518,807650,"{807650: 99.51849980039322, 681480: 27.539139345805125, 709435: 24.945847800215017, 699430: 23.82498307276365, 588294: 21.854371397432033}"
2519,807838,"{807838: 141.19538965976588, 444339: 34.715016634127544, 795543: 34.07882815257301, 785258: 33.66820336591659, 446240: 31.98060347855907}"
2520,807874,"{807874: 186.7560427759385, 805949: 59.04860995193989, 799879: 57.42859327077414, 804424: 56.091188651605826, 800565: 54.57663561035496}"
2521,807917,"{807917: 153.4307072942406, 809019: 67.65127254059027, 775191: 62.05216149438648, 819848: 61.937899147262584, 813362: 61.9261041346474}"
2522,807924,"{807924: 153.66882761748388, 837619: 49.005242453087135, 761250: 46.25852869447493, 747603: 42.54916185675228, 747600: 42.03915760906895}"
2523,807942,"{807942: 119.9587510882811, 807390: 75.83876166912083, 801360: 66.49466072513557, 917623: 65.77437330871197, 801122: 65.04468965246511}"
2524,808005,"{808005: 171.13218120259478, 809564: 67.14160350718286, 821316: 64.632880067776, 828474: 61.25723924133952, 691060: 59.66834188638933}"
2525,808215,"{808215: 235.7897161242222, 801759: 57.47353335854696, 815042: 53.55541155675316, 762569: 52.62448522007025, 764872: 51.784534241057244}"
2526,808285,"{808285: 93.6183020612711, 807621: 60.732359305917065, 849428: 58.47017201306872, 793383: 55.37630586759773, 794830: 54.89295735873741}"
2527,808293,"{808293: 201.42062834309283, 340225: 29.422321255665153, 838359: 27.844883170659386, 331542: 26.099862502018205, 629280: 25.821258570757763}"
2528,808304,"{808304: 88.083249730868, 874870: 26.02350074814556, 746902: 24.311064504527284, 801409: 23.080608539997908, 652045: 22.455592644049034}"
2529,808334,"{808333: 92.26409454114032, 808334: 92.26409454114032, 811629: 61.99519144044061, 882886: 57.757748554677626, 806195: 54.773396670094506}"
2530,808385,"{808385: 210.2149095027395, 808316: 58.1016398990618, 885779: 56.545296926236034, 872313: 56.286165890167005, 361254: 56.000536883824765}"
2531,808400,"{808400: 260.38617976288083, 595115: 103.762934225949, 779542: 93.98816193594652, 302675: 76.49325841067676, 543935: 75.22329300083494}"
2532,808472,"{808472: 126.34453999565645, 807269: 68.97755517640171, 804039: 66.23414652033685, 804953: 66.23414652033685, 808541: 66.23414652033685}"
2533,808473,"{808473: 276.534648585118, 577302: 72.06061161997923, 460355: 58.97022131228517, 239172: 57.01958215334443, 578166: 56.114837106278245}"
2534,808541,"{808541: 84.13380505783768, 787005: 73.26080275959671, 787006: 73.26080275959671, 804953: 73.1042086411401, 787641: 71.08128732803294}"
2535,808633,"{808633: 136.05169016855385, 852884: 69.70048148266062, 784976: 67.19150829715963, 808613: 65.59518095296167, 872633: 64.45209024213922}"
2536,808863,"{808863: 118.21180840572775, 796905: 43.23833906257719, 795384: 42.83898874807944, 811623: 41.259944430787925, 853877: 38.87233362005996}"
2537,808969,"{808969: 161.15376034864346, 872551: 84.47810301422699, 810337: 79.66495210969438, 809845: 79.38970945629451, 809847: 78.49193068811567}"
2538,808989,"{808989: 137.25140067305773, 304304: 59.22889112353431, 508142: 55.40501189255727, 401084: 54.934428006932905, 453314: 53.90377003552145}"
2539,809089,"{809089: 62.729588727440316, 840177: 24.00445595317658, 841551: 23.7813960027252, 900566: 21.617541507362237, 809094: 18.929130595800938}"
2540,809127,"{809127: 74.97805957065154, 837619: 60.79006024111368, 907702: 60.694379599342994, 789928: 59.889724201213845, 916654: 59.866034336017705}"
2541,809212,"{809212: 105.68184913932778, 390745: 51.906311479292995, 818973: 50.037061486816846, 813397: 49.2140817045373, 445930: 48.102560344381956}"
2542,809226,"{809226: 145.69800898492124, 808498: 90.43088176050193, 823979: 47.75947741468598, 857581: 45.86333310686365, 792219: 44.77054857797119}"
2543,809332,"{809332: 47.68812890975465, 802075: 43.14201298032107, 759722: 42.59356282814174, 759760: 42.59356282814174, 760934: 42.59356282814174}"
2544,809413,"{809413: 211.8474038736828, 809411: 206.91236455475183, 809423: 67.44395645008915, 809494: 62.76775976566523, 453314: 61.92434908722939}"
2545,809494,"{809494: 104.37460978099689, 612236: 56.25187021594162, 676024: 53.715569983092486, 555862: 53.61214860500147, 468274: 53.272825813330606}"
2546,809614,"{809614: 172.92614513176892, 812778: 67.15691783444792, 813362: 64.85156885704983, 814520: 63.278056090995406, 747003: 63.212233695900615}"
2547,809621,"{809621: 109.00772925164141, 731554: 32.62774334143172, 429742: 29.739904381185017, 626346: 28.649366577505557, 777463: 28.497276503874794}"
2548,809694,"{809694: 136.98308938098666, 809696: 53.829508952284215, 809701: 43.66806598905155, 809698: 37.71973484901993, 786132: 37.134203107082456}"
2549,809709,"{809709: 79.9339150030482, 809698: 29.249887004894184, 809702: 28.230378823303923, 809701: 28.08654636469709, 809694: 25.393330832607504}"
2550,809827,"{809827: 136.79772486974935, 809817: 99.1585089689411, 809831: 91.61538276337761, 809834: 91.61538276337761, 810216: 91.61538276337761}"
2551,809845,"{809845: 117.29486879051917, 809847: 115.96843941399621, 807640: 92.45422732309977, 809849: 90.92855040427838, 809831: 89.89247106454688}"
2552,809847,"{809847: 119.04926442041024, 809845: 117.29486879051917, 807640: 92.45422732309977, 809849: 90.92855040427838, 809831: 89.89247106454688}"
2553,809864,"{809864: 94.70723668382023, 809868: 94.70723668382023, 860139: 84.45445774393599, 810181: 83.78263789887143, 810255: 83.78263789887143}"
2554,809868,"{809864: 94.70723668382023, 809868: 94.70723668382023, 860139: 84.45445774393599, 810181: 83.78263789887143, 810255: 83.78263789887143}"
2555,809898,"{809898: 142.25787801050947, 808588: 32.945772498142645, 579526: 31.87298582982684, 534419: 31.04498506956255, 901296: 30.900141137647378}"
2556,809921,"{809921: 125.40169054753183, 626302: 56.50115702367992, 830560: 54.37318146377489, 715846: 54.35586682293866, 736740: 54.25596969580125}"
2557,810071,"{810071: 107.47654707465085, 726130: 22.081748601921916, 841007: 21.639863880284757, 364489: 20.82226581802581, 688406: 20.510957732354395}"
2558,810184,"{810184: 228.40163714985962, 686039: 67.2803648018745, 755571: 66.55369331156267, 857175: 65.59288089750098, 762866: 64.98816827068413}"
2559,810234,"{810234: 187.42040320528196, 913626: 60.21801281707106, 854806: 58.95057249758316, 814939: 57.094716682713546, 819738: 57.094716682713546}"
2560,810264,"{810264: 125.48351191717761, 798382: 46.308754306132734, 680038: 36.34468116624255, 835453: 35.82404198213932, 794441: 35.48883497246729}"
2561,810265,"{810265: 163.83931081809732, 857498: 77.0375504277172, 801282: 65.5394595698543, 693201: 61.8381090437658, 834423: 61.72042619129404}"
2562,810292,"{810292: 101.45107186567414, 810181: 78.55543283994113, 860198: 74.71983093179747, 860202: 74.71983093179747, 809476: 72.91645089973021}"
2563,810674,"{810674: 154.53172950776045, 284996: 62.937884707433504, 582500: 60.38905313902981, 858363: 58.84065661883508, 380737: 58.700087171513104}"
2564,810744,"{810744: 93.1407435093268, 809299: 54.777533090393725, 809540: 54.777533090393725, 815344: 54.77228153474916, 389207: 54.294948295769174}"
2565,810790,"{810790: 145.42833612270593, 688594: 57.279948059353394, 251517: 55.54640912011623, 576845: 54.847292856002426, 271811: 54.41042399195492}"
2566,810795,"{810795: 148.26430160026695, 786546: 59.81902907631219, 809476: 59.19485225551002, 777783: 59.0331193151688, 809299: 58.57847881439047}"
2567,811208,"{811208: 199.75578963028548, 808333: 69.21105149805247, 808334: 69.21105149805247, 811629: 63.542226357231904, 858902: 61.31443378442108}"
2568,811223,"{811223: 105.1858828785151, 801122: 68.75851548033299, 799857: 65.9344656600602, 628097: 63.66733995806891, 817880: 62.774555267166946}"
2569,811225,"{811225: 223.291720326979, 363737: 78.553196321144, 924895: 78.1626752423012, 620689: 76.14238314768848, 810638: 75.22473002474344}"
2570,811373,"{811373: 480.3544728854159, 888322: 170.28515105430023, 889194: 150.71424826171037, 609962: 148.52473668628252, 463166: 141.03232373452613}"
2571,812045,"{812045: 196.5012629052122, 500584: 85.41639237521454, 713995: 79.53916253338737, 499378: 76.58545503881521, 562831: 76.46003380459828}"
2572,812056,"{812056: 96.97598637141388, 388847: 27.34197738405517, 349505: 24.896999732900433, 275473: 24.568012964957788, 249610: 24.521216005298257}"
2573,812084,"{812084: 152.87996273618387, 826033: 65.30875122498726, 860709: 64.21481653753739, 644247: 62.72646564190348, 809019: 62.53309046127005}"
2574,812160,"{812158: 69.85348122752092, 812160: 69.85348122752092, 783772: 27.396082051349854, 597853: 22.94197396464906, 257135: 22.18305377850295}"
2575,812177,"{812177: 206.07126786355343, 808387: 67.79071251342874, 764326: 61.128684937460314, 284021: 59.54802509541301, 863667: 59.31040628209351}"
2576,812267,"{812267: 50.01888857717301, 422490: 18.105759074062078, 246577: 17.223614924384034, 601344: 17.21073902627298, 455650: 16.782800240303406}"
2577,812304,"{812304: 123.00580088079583, 671311: 39.01502075538822, 689759: 32.511386287275435, 758599: 28.59566198255601, 686124: 28.029782644775313}"
2578,812429,"{812429: 151.632074247664, 538130: 58.0630101575429, 919863: 57.59469618376525, 926152: 57.29673235824623, 351033: 57.08948688272185}"
2579,812493,"{812493: 35.396131101266256, 852569: 19.667509456816603, 812737: 19.358004709029558, 812736: 19.317922964039738, 804218: 19.08699439918241}"
2580,812550,"{812550: 152.0125686606839, 794932: 56.740965194373445, 421179: 54.72507329164114, 790196: 54.18535281499952, 853898: 53.185760050342054}"
2581,812611,"{812611: 182.29510096958467, 360124: 46.95630811748767, 563291: 45.21694984822105, 641259: 43.68589793507498, 319250: 42.92099273312921}"
2582,812741,"{812741: 141.2517932924229, 504067: 57.26584791218085, 876131: 57.20541079622356, 680760: 56.71460997811107, 807084: 55.81022906840041}"
2583,812755,"{812755: 45.55247354557827, 828681: 25.550094973297803, 862549: 20.331214676370067, 789110: 19.0614487108442, 738952: 18.547200569044477}"
2584,812799,"{812799: 130.0482430056486, 812798: 117.37319578405955, 812800: 117.37319578405955, 810611: 62.07413402261462, 819222: 61.99438957710124}"
2585,812800,"{812800: 130.0482430056486, 812798: 117.37319578405955, 812799: 117.37319578405955, 810611: 62.07413402261462, 819222: 61.99438957710124}"
2586,812804,"{812804: 148.41002261508484, 846819: 60.86402852455884, 320707: 60.352992026466104, 817969: 59.942820356388594, 809299: 58.57847881439047}"
2587,812842,"{812842: 111.91458840152019, 270359: 54.54549047435777, 587918: 54.40154244683251, 371549: 53.888025850297375, 707504: 53.8253376043788}"
2588,812878,"{812878: 88.11973047727972, 276950: 50.80465022885657, 809299: 50.595936173395124, 774051: 50.45660881910858, 644381: 49.64900788753799}"
2589,812984,"{812984: 136.28158312988103, 809299: 54.777533090393725, 809540: 54.777533090393725, 819222: 54.460975526658196, 819880: 53.30559317798758}"
2590,813181,"{813181: 89.87109527870355, 775607: 34.56021734420504, 710159: 28.4990515069941, 760115: 27.582321225104156, 772376: 27.35170305717064}"
2591,813360,"{813360: 110.08634104421662, 813362: 79.2271910450179, 838903: 77.84208069190815, 838908: 77.84208069190815, 838907: 75.9301808052953}"
2592,813362,"{813362: 101.92708938457365, 813360: 77.30487831264956, 838903: 70.93850002927637, 838908: 70.93850002927637, 838907: 69.19616080919232}"
2593,813374,"{813374: 201.48445064811665, 580530: 71.98014589474661, 441125: 71.21072408525045, 350812: 70.37262493354478, 554258: 69.25482625337656}"
2594,813375,"{813375: 121.14628108486066, 813436: 34.702825463094385, 906697: 33.44357386272462, 814525: 28.250611304458552, 852569: 27.694326697214493}"
2595,813436,"{813436: 79.80087729732226, 826160: 38.37828179598628, 810357: 34.638507228646695, 813375: 30.44109919124431, 811247: 30.130378292145032}"
2596,813448,"{813448: 107.09483373912475, 813362: 64.60318703903823, 819222: 62.56877016878846, 819848: 61.937899147262584, 809299: 61.827069725285895}"
2597,813483,"{813483: 123.84401471091124, 339671: 55.09060468079077, 798542: 53.41484949052351, 680019: 53.246520744662234, 716509: 51.14191333357585}"
2598,813624,"{813624: 132.75606995340087, 819738: 73.26441334910761, 809761: 71.6695108846396, 810212: 70.70658678399012, 809721: 69.7691946050998}"
2599,813678,"{813678: 137.0062261934857, 813974: 59.981521627299585, 814106: 59.78403178323071, 814649: 58.56527076364035, 700975: 58.20593470806801}"
2600,813706,"{813706: 95.52283868404761, 814172: 64.37786249899725, 787616: 61.69986433216572, 804537: 60.86445588601209, 813974: 59.56425159763333}"
2601,813709,"{813709: 120.84431587379628, 814697: 62.565630189546646, 814714: 60.4349709911924, 814649: 58.56527076364035, 813970: 58.40570717941711}"
2602,813719,"{813719: 80.95370965663813, 806008: 32.67579958022421, 332035: 25.837389143549473, 824800: 25.531765483048318, 782850: 25.28005439274792}"
2603,813761,"{813761: 66.99090803165471, 813763: 42.054529913746784, 411813: 25.68084744483455, 545842: 22.930145465836127, 647713: 21.472692459489075}"
2604,813763,"{813763: 150.48205028379806, 813761: 55.38036207975774, 516080: 38.89476891665117, 787616: 37.839205186366364, 535047: 36.5540153385062}"
2605,813802,"{813802: 190.94840666943708, 870849: 66.505222729684, 853083: 63.196100853561816, 750122: 62.62602456452618, 896754: 62.32964596075823}"
2606,813808,"{813808: 113.03979676895808, 574761: 30.898009751095785, 456535: 30.884001043669286, 558110: 28.839778391946144, 507184: 28.066711461928282}"
