,Unnamed: 0.1,Unnamed: 0,original,duplicate
2496,2496,2496,805978,"{101347: 0.9911779798912866, 3647: 0.9905817343863912, 56318: 0.9904551374212259, 31246: 0.9900904649988864, 109312: 0.9900737754291888}"
2497,2497,2497,806008,"{16615: 0.9911327230073369, 47253: 0.9909357650124115, 113946: 0.9908428856721107, 101188: 0.9905548371401524, 95099: 0.9904975310598825}"
2498,2498,2498,806043,"{57586: 0.9883504509325769, 80864: 0.9882419394306577, 60020: 0.9872826543110442, 114439: 0.9872761401970003, 114320: 0.9871557086594347}"
2499,2499,2499,806065,"{102415: 0.9895442357012887, 114556: 0.9891142636571725, 114320: 0.9888030759291822, 93903: 0.9883141784027664, 45823: 0.9882852615954261}"
2500,2500,2500,806143,"{46706: 0.9882196262219012, 83850: 0.9881150870754978, 25111: 0.9877471101262543, 108941: 0.9872826979189138, 84668: 0.9870834661377135}"
2501,2501,2501,806195,"{80864: 0.9800833037701793, 10029: 0.9797990150171515, 10027: 0.9794967635710298, 101347: 0.9792371044297751, 10025: 0.9790274233858431}"
2502,2502,2502,806217,"{46432: 0.9869722447241908, 101513: 0.9869593959483544, 101061: 0.9867320384870887, 13187: 0.9862877474251585, 100870: 0.9862769254332132}"
2503,2503,2503,806292,"{34725: 0.9892962179562833, 111977: 0.9881440507358735, 34366: 0.9881066516709409, 102896: 0.9876354287831908, 101188: 0.9874624523633175}"
2504,2504,2504,806323,"{45660: 0.9780471162824674, 53747: 0.9770778964570058, 32966: 0.9769176890039067, 83873: 0.9765790506386256, 28765: 0.9762808853229731}"
2505,2505,2505,806414,"{48106: 0.9853765369543769, 35843: 0.983945443930098, 53747: 0.9838385346600751, 64238: 0.9833906122309655, 60138: 0.9822327997138268}"
2506,2506,2506,806421,"{66494: 0.9662660021473423, 34543: 0.9661973782024235, 107041: 0.9650791893977144, 47905: 0.9648677113417444, 114779: 0.9641278691074645}"
2507,2507,2507,806792,"{84042: 0.9914971052162627, 96333: 0.9902365136130331, 5805: 0.9902261198859312, 97621: 0.9897624129054804, 107587: 0.9894624182876436}"
2508,2508,2508,807084,"{94448: 0.9911667827483313, 112030: 0.990066172852336, 95504: 0.9898392718350589, 110603: 0.9888510911094769, 52119: 0.9888398864174636}"
2509,2509,2509,807217,"{112802: 0.9863730063619258, 101415: 0.9853819724050071, 112742: 0.9852077893282215, 35074: 0.9851074718771516, 32131: 0.9849548429061891}"
2510,2510,2510,807249,"{49998: 0.9926655346050925, 34975: 0.9922070478766447, 112662: 0.9911815194629103, 108877: 0.9911525977483779, 68264: 0.9910151650352741}"
2511,2511,2511,807255,"{103096: 0.9949298390552835, 84891: 0.9948063976366991, 102537: 0.9943106657995537, 2780: 0.9942814001294181, 44391: 0.9940870769183254}"
2512,2512,2512,807269,"{95099: 0.9929008488219416, 7509: 0.9925143259592994, 101188: 0.9921371324554473, 47253: 0.9920813881754622, 100591: 0.9918455694681487}"
2513,2513,2513,807292,"{93849: 0.9783041927682269, 96705: 0.9773744679309905, 43747: 0.9772719120010354, 30256: 0.9772163667951805, 35459: 0.977192785449293}"
2514,2514,2514,807390,"{101347: 0.9877090438564375, 51737: 0.9870405358232585, 58492: 0.9869873425226933, 31246: 0.9858726625160983, 47307: 0.985669092166023}"
2515,2515,2515,807558,"{64466: 0.9747262170871027, 74890: 0.9741271200007653, 86581: 0.9739256787185604, 40503: 0.9725434538765041, 27420: 0.9722172004930613}"
2516,2516,2516,807568,"{31246: 0.9884465985617322, 36343: 0.9860815454953468, 22455: 0.9860318294907047, 33419: 0.9856257300206801, 43631: 0.9852468217313917}"
2517,2517,2517,807591,"{47526: 0.9871033187292619, 52119: 0.986535272591128, 44391: 0.9864660462278243, 31246: 0.9861551618038538, 1: 0.9860245695076104}"
2518,2518,2518,807650,"{97461: 0.9900349180097815, 107639: 0.9893082218100391, 111211: 0.9890956898978647, 83135: 0.9887363439153147, 96170: 0.9884294177240637}"
2519,2519,2519,807838,"{107019: 0.985246527311226, 37641: 0.9830125140172532, 46569: 0.9827803942725771, 2878: 0.982775401571126, 49492: 0.9825655239530461}"
2520,2520,2520,807874,"{2780: 0.9900758212490407, 113189: 0.9898343465110506, 102537: 0.9891673140835787, 31686: 0.9879219791959707, 101347: 0.9875967199308874}"
2521,2521,2521,807917,"{104246: 0.9890162944951003, 2780: 0.9887143256288118, 102537: 0.9880129899430414, 44391: 0.9879480308167852, 60020: 0.9876395452999872}"
2522,2522,2522,807924,"{15456: 0.9880351925619967, 100591: 0.9868491444312554, 113587: 0.9865218952715183, 79900: 0.9864125731601643, 38140: 0.9864112743538379}"
2523,2523,2523,807942,"{97437: 0.9893030677754895, 104246: 0.9873670876310656, 102501: 0.98679454492596, 101224: 0.9860767420365651, 60020: 0.9859700500683135}"
2524,2524,2524,808005,"{102868: 0.9822932749193037, 102314: 0.981974800710062, 94825: 0.9812754545928274, 32808: 0.9812686112547624, 34044: 0.9812253168025845}"
2525,2525,2525,808215,"{35378: 0.985396748138468, 94809: 0.9832337110351982, 102868: 0.9831616868277447, 91942: 0.9831265284549845, 46758: 0.9829986533320024}"
2526,2526,2526,808285,"{106820: 0.99114913500517, 102868: 0.9909482206491993, 84891: 0.9908688741194862, 83873: 0.990722609853788, 42943: 0.9904034456485378}"
2527,2527,2527,808293,"{1301: 0.9826976132111417, 6187: 0.9814918461885517, 46569: 0.9814702257587333, 34: 0.9809171868860597, 9042: 0.9808902626435417}"
2528,2528,2528,808304,"{81967: 0.9921493316034438, 84188: 0.9915511570940095, 30858: 0.990951066049236, 29498: 0.9906624334683292, 33245: 0.9904829253379012}"
2529,2529,2529,808334,"{99323: 0.9941911238719934, 97490: 0.9938303671639674, 74273: 0.9929989666612727, 84891: 0.9928236626464028, 64263: 0.9928194441949666}"
2530,2530,2530,808385,"{112761: 0.9857047575653699, 114070: 0.9847473340926931, 64238: 0.9842443588669884, 100897: 0.9842420984564371, 108877: 0.9839979716260032}"
2531,2531,2531,808400,"{9809: 0.981909027793882, 109288: 0.9766290119408129, 99767: 0.9765701897142856, 44794: 0.9763291985677822, 6270: 0.9757093213402168}"
2532,2532,2532,808472,"{67707: 0.9912215302498484, 7509: 0.9907901114303524, 113212: 0.990617479046463, 98348: 0.9900341131527146, 95099: 0.9899325348932695}"
2533,2533,2533,808473,"{362: 0.9752095021410992, 111342: 0.9747861804002695, 110280: 0.9747349527681758, 34135: 0.9745852571146466, 112838: 0.9743439660166451}"
2534,2534,2534,808541,"{53747: 0.9931301914078264, 65153: 0.9929588676607576, 95099: 0.9924579928851167, 113946: 0.9920969325899318, 60138: 0.9919860562140858}"
2535,2535,2535,808633,"{37198: 0.9881122897902677, 97490: 0.9873439304835597, 113189: 0.987267835539404, 49998: 0.9867480579973958, 2780: 0.9866000568818454}"
2536,2536,2536,808863,"{104134: 0.9883080501985528, 93417: 0.9875713463173902, 99433: 0.9875537573665827, 83084: 0.9873948240727664, 53612: 0.9873116985720272}"
2537,2537,2537,808969,"{43408: 0.9900615161325617, 47253: 0.9894434479282368, 97490: 0.9888323236027352, 60138: 0.9881962010788197, 102870: 0.9879516996231152}"
2538,2538,2538,808989,"{17664: 0.984301487987643, 97585: 0.9832884967977922, 74601: 0.9832144048002045, 90558: 0.9828766433665432, 103138: 0.9825197210397901}"
2539,2539,2539,809089,"{27565: 0.9969402063691505, 23345: 0.9966493402912385, 27560: 0.9957987664844771, 109: 0.9949420254406083, 31277: 0.9948694294123666}"
2540,2540,2540,809127,"{2395: 0.9930424317593322, 3647: 0.9928501935199237, 26676: 0.9927295828283468, 98877: 0.9923351364410189, 38711: 0.992177467024076}"
2541,2541,2541,809212,"{44391: 0.9942369204080764, 102537: 0.9920432979420015, 1: 0.9917847257618492, 44456: 0.9910584554104188, 106594: 0.990863764559052}"
2542,2542,2542,809226,"{2006: 0.9883475218636714, 98279: 0.9878098203806502, 45834: 0.9868173412024098, 36585: 0.9865598283386325, 48308: 0.9863301805868224}"
2543,2543,2543,809332,"{64263: 0.99616749396039, 44099: 0.9955270536572626, 91595: 0.9953765829360898, 104242: 0.9950888449238054, 44111: 0.9947531368979987}"
2544,2544,2544,809413,"{46450: 0.9832151881294651, 82902: 0.982860833148099, 28788: 0.980592153380367, 114469: 0.9804764364571316, 43631: 0.9803587793707756}"
2545,2545,2545,809494,"{46706: 0.9924949403328844, 21360: 0.9923092858301923, 31246: 0.9922713540899792, 42006: 0.9920339220538623, 114469: 0.9918946870553957}"
2546,2546,2546,809614,"{35391: 0.9879744626353423, 110988: 0.9875623775690789, 99458: 0.9868294009296983, 114556: 0.9855197933986742, 104246: 0.9853065015912006}"
2547,2547,2547,809621,"{93462: 0.9919835370438013, 66511: 0.9918267229876968, 108926: 0.9908388136586315, 86630: 0.9903069162535396, 86507: 0.9902863363518467}"
2548,2548,2548,809694,"{36143: 0.9890035734014364, 29931: 0.9871614194438041, 93743: 0.9871172581375206, 94999: 0.9865010049843967, 90100: 0.9864437538166944}"
2549,2549,2549,809709,"{103451: 0.9940834197171559, 96963: 0.9938805258902198, 33813: 0.9938397197652562, 101213: 0.9937665499627782, 30512: 0.993731583381578}"
2550,2550,2550,809827,"{2919: 0.9880048976003623, 10076: 0.9876543405985474, 4471: 0.987328646714873, 4918: 0.9867191634567702, 97490: 0.9866450443172404}"
2551,2551,2551,809845,"{32127: 0.9898003777366272, 49998: 0.9884104920670668, 41254: 0.9882572403445994, 35445: 0.9877528654695724, 34649: 0.9875262866676116}"
2552,2552,2552,809847,"{32127: 0.9887642052684611, 22671: 0.9872514974170348, 43158: 0.9869301213282282, 28591: 0.9863153157747576, 41254: 0.9861966103884049}"
2553,2553,2553,809864,"{43408: 0.9892201345309333, 109288: 0.9890301112496793, 10542: 0.9886656091487168, 97490: 0.9881480039990943, 32127: 0.9877037042310223}"
2554,2554,2554,809868,"{43408: 0.9892201345309333, 109288: 0.9890301112496793, 10542: 0.9886656091487168, 97490: 0.9881480039990943, 32127: 0.9877037042310223}"
2555,2555,2555,809898,"{38712: 0.9870687868955682, 102649: 0.9863778496144088, 101573: 0.985895302442091, 16196: 0.9857167473907104, 8003: 0.9843169634056472}"
2556,2556,2556,809921,"{112884: 0.9897027797595936, 107001: 0.9880553122889308, 100512: 0.9873405559342597, 31861: 0.9873125241285438, 9904: 0.9872730723504447}"
2557,2557,2557,810071,"{606: 0.9908632282160499, 113: 0.9907892220169572, 112011: 0.990629771967388, 26330: 0.9904650291962337, 1190: 0.9904435365892792}"
2558,2558,2558,810184,"{12414: 0.9748173249309444, 10264: 0.9744084794954823, 58492: 0.9737458022103845, 27304: 0.9731734014813035, 47000: 0.972709242506823}"
2559,2559,2559,810234,"{480: 0.983433606839609, 106481: 0.982483310845942, 36215: 0.9821049336194161, 34725: 0.9816863000947585, 84446: 0.981469089427827}"
2560,2560,2560,810264,"{45108: 0.9895206446898668, 42869: 0.9889663823380823, 113484: 0.9888637788544451, 107573: 0.9888466826304431, 29779: 0.9888308194271757}"
2561,2561,2561,810265,"{46862: 0.9850996893076308, 46864: 0.9849501557303874, 57586: 0.9848887645401947, 46861: 0.9848002757625812, 102896: 0.9843950171443179}"
2562,2562,2562,810292,"{97490: 0.9886146870234649, 19559: 0.9881826467730931, 102035: 0.9869472264373667, 47253: 0.9869040860319616, 43408: 0.9868008340112433}"
2563,2563,2563,810674,"{44483: 0.9876315773299942, 45411: 0.9871153959119611, 29784: 0.9867921996479191, 102035: 0.9853695958819436, 32302: 0.9850334848858653}"
2564,2564,2564,810744,"{102537: 0.9907684240677843, 44456: 0.9901923877514796, 44391: 0.9896953720949297, 99926: 0.9895005827277135, 44785: 0.9892590678330659}"
2565,2565,2565,810790,"{44559: 0.9852137079550419, 551: 0.9825127806312965, 39037: 0.9821716757813204, 38730: 0.9817522563501018, 68071: 0.9814537853659344}"
2566,2566,2566,810795,"{85919: 0.9864046706118852, 51736: 0.985239603117273, 51728: 0.9847174909223592, 44391: 0.9846493766545324, 48086: 0.9843248424787469}"
2567,2567,2567,811208,"{64238: 0.986090308936166, 53747: 0.9823010016536226, 51728: 0.9821450876397454, 51737: 0.9819425616146281, 43631: 0.9817191290486773}"
2568,2568,2568,811223,"{106820: 0.9895742398718878, 31246: 0.9888110691068723, 51739: 0.9884632576879184, 83873: 0.9884434467175418, 102537: 0.9882631358811262}"
2569,2569,2569,811225,"{54677: 0.9737579449594158, 109436: 0.973088787708773, 35292: 0.9720897369561363, 87689: 0.9720512734217368, 83873: 0.9718994030936822}"
2570,2570,2570,811373,"{445: 0.9748434432103901, 6455: 0.9746733654627558, 5234: 0.9732459031097244, 56139: 0.9720122837578951, 65603: 0.9715485147761431}"
2571,2571,2571,812045,"{93368: 0.9763410206660841, 47000: 0.9741083833871224, 109476: 0.9731372871106732, 95084: 0.9730455571174547, 89999: 0.9730306360718861}"
2572,2572,2572,812056,"{114486: 0.9895581650897387, 101479: 0.9892012595358154, 107047: 0.9883221231482594, 113820: 0.9875947966216213, 78243: 0.9874263475554789}"
2573,2573,2573,812084,"{47542: 0.9840712932872098, 49807: 0.9832115839169889, 858: 0.9829365479875262, 51738: 0.9828255022464102, 51736: 0.9824598448254276}"
2574,2574,2574,812160,"{103748: 0.9917962550842341, 5049: 0.9909567482185265, 5929: 0.9897640583075926, 108093: 0.9892205141504847, 101005: 0.9891569670765286}"
2575,2575,2575,812177,"{86928: 0.9818570740741385, 111656: 0.9806143944520181, 25449: 0.9802208037706839, 99106: 0.9799491498533193, 91913: 0.9795379374536227}"
2576,2576,2576,812267,"{18519: 0.9969810443633063, 35309: 0.9961416614856334, 112739: 0.9958340049855513, 36979: 0.9954505081219344, 4330: 0.9953668344741381}"
2577,2577,2577,812304,"{29930: 0.9895169047408271, 50676: 0.9884370582204973, 94309: 0.9882697857567516, 84100: 0.9882568187326065, 98753: 0.9878889225615215}"
2578,2578,2578,812429,"{99389: 0.986680132368519, 4365: 0.9858213524967478, 80862: 0.9845047828156536, 94832: 0.9841787876885028, 39528: 0.983576076368743}"
2579,2579,2579,812493,"{4529: 0.9959847943251929, 3998: 0.9959091422879205, 114873: 0.9957712055663152, 31064: 0.9957525583748907, 98573: 0.9954567029574397}"
2580,2580,2580,812550,"{47253: 0.9892140955061256, 102467: 0.9887468355831003, 97490: 0.9887348979212811, 83873: 0.9882209249119609, 106368: 0.988178621192644}"
2581,2581,2581,812611,"{108095: 0.9768858917867442, 101728: 0.9753261080890994, 20904: 0.975239095920386, 80423: 0.974308156304693, 41393: 0.9729168550252589}"
2582,2582,2582,812741,"{6188: 0.9862156756882877, 94411: 0.9860715811049352, 112761: 0.9848765826236031, 95844: 0.9840088783515466, 102537: 0.9839138504351768}"
2583,2583,2583,812755,"{99162: 0.9950103744010363, 42660: 0.9947068748718583, 103895: 0.9946365084301637, 93462: 0.9945705433551327, 80939: 0.9944906064748638}"
2584,2584,2584,812799,"{84891: 0.9886981108003774, 74890: 0.9886400351452854, 46706: 0.9885414608017927, 101867: 0.9884506132139613, 2780: 0.9884301808617546}"
2585,2585,2585,812800,"{74890: 0.9903419004503268, 101867: 0.9883503236728759, 100305: 0.9880714955265983, 2780: 0.9876918328842219, 36109: 0.9876108010574325}"
2586,2586,2586,812804,"{19139: 0.9916172662185179, 99622: 0.9903880709911824, 6854: 0.9899967510713504, 4354: 0.9899598363455137, 102868: 0.9898406485128507}"
2587,2587,2587,812842,"{114666: 0.9886626709387408, 97490: 0.9884284586603111, 60138: 0.987453534979825, 54219: 0.9869584241642331, 104629: 0.9861794987663794}"
2588,2588,2588,812878,"{44785: 0.9904490085906472, 10398: 0.9904484546220567, 113189: 0.9904019950650765, 102537: 0.9902406615708559, 112884: 0.9897372105423788}"
2589,2589,2589,812984,"{33500: 0.9868003590322784, 109285: 0.9860102170054773, 84679: 0.9856296994012063, 2780: 0.9856276716022393, 34725: 0.9854582182123284}"
2590,2590,2590,813181,"{2909: 0.9924990440454572, 2786: 0.9918344999155775, 29890: 0.9911954158895044, 102501: 0.9911094661211604, 99926: 0.9907050815347574}"
2591,2591,2591,813360,"{30889: 0.9917137195967658, 104852: 0.9898125397332195, 95789: 0.9895254865507468, 42006: 0.9893295547800501, 31246: 0.9883989033211074}"
2592,2592,2592,813362,"{3647: 0.9893162825959967, 84447: 0.9890688684941729, 30889: 0.9890581085054828, 99458: 0.9889720075443114, 114320: 0.9886423503839156}"
2593,2593,2593,813374,"{45411: 0.9844443442545419, 31686: 0.9828913313165913, 106444: 0.9825544576848739, 25111: 0.9818955940184696, 47391: 0.981810164976649}"
2594,2594,2594,813375,"{620: 0.9877598812053664, 4275: 0.9873580874027312, 10682: 0.9859870002568127, 84178: 0.985960701797839, 19526: 0.985810678794476}"
2595,2595,2595,813436,"{89315: 0.994039027844583, 84459: 0.9929596543336325, 112161: 0.9919589253587395, 95059: 0.9919150649616946, 84184: 0.9918799466521719}"
2596,2596,2596,813448,"{97490: 0.9906332533520465, 96333: 0.9905349350243291, 84891: 0.9904641902512724, 3647: 0.9904615443170576, 113189: 0.9903813508066521}"
2597,2597,2597,813483,"{64238: 0.9926169216425632, 113189: 0.9903589161535318, 106368: 0.9901931523821293, 102467: 0.9897250042577577, 97490: 0.9896630354051928}"
2598,2598,2598,813624,"{97490: 0.990650420596833, 64238: 0.9905207788755851, 114282: 0.9894896631329008, 3647: 0.9894188944930864, 113189: 0.9888895181682144}"
2599,2599,2599,813678,"{43408: 0.985649038065534, 44236: 0.9854625922313133, 35034: 0.9853109440002861, 51738: 0.9847037366405574, 28729: 0.9841010782515306}"
2600,2600,2600,813706,"{3647: 0.9916584176539426, 32106: 0.990606671259305, 64238: 0.990434719809697, 6854: 0.9900124474370144, 43631: 0.9898979307895459}"
2601,2601,2601,813709,"{94998: 0.9893202008068382, 113189: 0.9886415055447991, 100077: 0.9884157312012789, 101535: 0.9883609319944483, 80510: 0.9883207874074925}"
2602,2602,2602,813719,"{34588: 0.9948062883009442, 31724: 0.9938998743662646, 46465: 0.9938828500787577, 889: 0.9937181186428219, 58318: 0.9935110687898988}"
2603,2603,2603,813761,"{14992: 0.9957446553560755, 15454: 0.9928966308997268, 112011: 0.9927621525586221, 620: 0.9926533845347374, 19694: 0.9926499382238617}"
2604,2604,2604,813763,"{112011: 0.989720406783355, 104679: 0.9889852541123191, 28792: 0.9889204762901906, 23831: 0.9887875227815979, 30821: 0.9881536603489418}"
2605,2605,2605,813802,"{104698: 0.986869487210694, 38243: 0.986118412502595, 112802: 0.9853657520236696, 84509: 0.9851097219705554, 37539: 0.9847015252294646}"
2606,2606,2606,813808,"{7728: 0.9867955435854051, 37517: 0.9845608013634719, 57868: 0.9843936641618449, 20158: 0.9841668026622241, 95582: 0.9841418493224248}"
2607,2607,2607,813895,"{44463: 0.9847476512974165, 16553: 0.9835734249805023, 80794: 0.9832942809040993, 84042: 0.9832730786195032, 85340: 0.9826129563034829}"
2608,2608,2608,813923,"{112950: 0.9895780719132367, 110813: 0.9877574372992879, 110796: 0.9877001587678239, 28404: 0.9876274505877474, 100416: 0.9873129698626547}"
2609,2609,2609,813970,"{103096: 0.9935759017011957, 100760: 0.9925895218645773, 101390: 0.9924608602987278, 37556: 0.9921165641741966, 104813: 0.9918176635899927}"
2610,2610,2610,813974,"{95378: 0.9910192055988665, 102537: 0.9908966108574927, 44391: 0.9900448962359429, 84580: 0.9893919963671111, 2909: 0.9883391564768195}"
2611,2611,2611,813981,"{49998: 0.9867787605563292, 113183: 0.986619485094593, 15788: 0.9860759959142416, 87469: 0.9855297384836239, 102261: 0.9851174907884728}"
2612,2612,2612,814008,"{102870: 0.9916198489768427, 52119: 0.9911805802916712, 106224: 0.9910352118924265, 112030: 0.9907453262910038, 102537: 0.9906534009713666}"
2613,2613,2613,814047,"{108744: 0.9903325064296595, 44785: 0.9888695758451181, 102415: 0.9887966646003905, 39038: 0.9885805231768343, 107584: 0.9885255741443933}"
2614,2614,2614,814069,"{96469: 0.9933498105576831, 98850: 0.9933166132610908, 96220: 0.9933047092029651, 95351: 0.9932843593523586, 97705: 0.9932704586517229}"
2615,2615,2615,814106,"{100716: 0.9895965821203371, 32109: 0.9888809155096928, 102131: 0.988121936686644, 83759: 0.9881077269361314, 54547: 0.9880479097052887}"
2616,2616,2616,814189,"{44830: 0.9870625596768401, 94832: 0.9866401365872468, 95504: 0.9865752410021398, 101390: 0.986111157417015, 88330: 0.9857760560938478}"
2617,2617,2617,814243,"{52208: 0.9919731400226902, 35710: 0.989058777292419, 27714: 0.9887356320869372, 106376: 0.9886609213709516, 33620: 0.9884821214665834}"
2618,2618,2618,814283,"{93462: 0.9879169604887619, 102415: 0.9876237041838657, 10398: 0.9873752058820516, 99162: 0.9873418832767988, 4447: 0.9872308041502709}"
2619,2619,2619,814479,"{213: 0.99326737125144, 105025: 0.9927329313588141, 108738: 0.9924842796861262, 80: 0.9924327522881059, 30763: 0.9919999282302222}"
2620,2620,2620,814525,"{4529: 0.9933997250592744, 97148: 0.9933841888576801, 47807: 0.993293291797501, 19694: 0.9931991574240363, 52024: 0.9931561544260209}"
2621,2621,2621,814528,"{74890: 0.9840472556068878, 43408: 0.9830921349020756, 6854: 0.9823302521215835, 104513: 0.9823286103197433, 2785: 0.9816380854429134}"
2622,2622,2622,814560,"{102278: 0.9826493137451838, 96977: 0.9806063522526824, 97778: 0.980126198713118, 36143: 0.9800081872097794, 106593: 0.9796211288597855}"
2623,2623,2623,814675,"{74771: 0.9875236475631883, 106822: 0.986789390378763, 42253: 0.9863469997344204, 94999: 0.9862464288304251, 17559: 0.9849135177575635}"
2624,2624,2624,814711,"{64238: 0.9865514619320968, 80862: 0.9847407928923123, 89945: 0.9834027724178661, 83873: 0.9828920678043784, 31686: 0.9822346695180648}"
2625,2625,2625,814798,"{74601: 0.9850266760860156, 60138: 0.9849163029246862, 46569: 0.9848241851881477, 30760: 0.9846927757137888, 97490: 0.984582859410695}"
2626,2626,2626,814857,"{33964: 0.9846334930007047, 74193: 0.9826372258520201, 62622: 0.9820858950716546, 105441: 0.9819884525095086, 42033: 0.9817900905266492}"
2627,2627,2627,814888,"{56025: 0.9856737417759416, 75241: 0.984901192348736, 102537: 0.9848815819812007, 44866: 0.9844405804377742, 56212: 0.9843574855684618}"
2628,2628,2628,814902,"{95099: 0.9944321866238313, 7509: 0.9935024337511771, 101188: 0.9931106527257759, 112900: 0.9929603463571737, 47253: 0.9929547743347634}"
2629,2629,2629,814916,"{44733: 0.9886514446643219, 33503: 0.9885066125502747, 31246: 0.988434083659784, 64238: 0.9876089147388364, 113946: 0.9872578669294735}"
2630,2630,2630,814994,"{33276: 0.9871176675584477, 46980: 0.9862867551940776, 109777: 0.9861178172685091, 72804: 0.9857283288490848, 46661: 0.9855365823517678}"
2631,2631,2631,815041,"{95378: 0.9818739721453814, 73847: 0.9815406105580682, 51734: 0.9807835722368082, 30780: 0.9807663335407666, 44866: 0.9805857515366394}"
2632,2632,2632,815042,"{113701: 0.9832277789166967, 98363: 0.9821679280868664, 16883: 0.9817549455339367, 84395: 0.9814770628031584, 110098: 0.9814454460291027}"
2633,2633,2633,815342,"{34725: 0.9895886818704731, 101570: 0.9874775799951613, 112579: 0.9873827296835584, 101390: 0.9869754252304835, 97964: 0.986513408220227}"
2634,2634,2634,815545,"{89945: 0.9893819962315845, 106773: 0.9878640682465122, 89617: 0.9874694222872047, 114540: 0.9873489120922272, 89619: 0.986869109735728}"
2635,2635,2635,815546,"{99618: 0.9922312900434914, 102279: 0.9920755381653036, 106879: 0.9918842040586889, 98573: 0.991775023595377, 96766: 0.9917351411655297}"
2636,2636,2636,815574,"{10580: 0.9714402194566851, 23477: 0.9692048911324533, 44287: 0.9678607959449886, 32106: 0.967841196903838, 42838: 0.9672643707895031}"
2637,2637,2637,816202,"{113183: 0.9887951145635081, 102649: 0.9857137433907658, 34562: 0.9851253255768458, 106132: 0.9848977315032079, 113208: 0.9847366183783003}"
2638,2638,2638,816229,"{49998: 0.9818388511025353, 101413: 0.9813543065685042, 113183: 0.9813172781557372, 15788: 0.9811477916235238, 99920: 0.9798563699666779}"
2639,2639,2639,816400,"{108529: 0.9967671972962444, 47893: 0.9967642761794504, 111519: 0.9965932403490819, 100484: 0.9965781709637584, 106770: 0.996555085328344}"
2640,2640,2640,816434,"{40876: 0.9910831440271416, 104726: 0.9840544016720492, 27420: 0.9840468834039723, 10398: 0.9837978222975107, 10076: 0.9834897432397613}"
2641,2641,2641,816438,"{107019: 0.9890778444944488, 62039: 0.9889421746152752, 44341: 0.9885215464458382, 107573: 0.9882080552125354, 64396: 0.9881978198181594}"
2642,2642,2642,816456,"{3647: 0.9935832157220195, 93903: 0.9931150199482532, 95099: 0.993104963280195, 112900: 0.9930036730831947, 7509: 0.9925202755181296}"
2643,2643,2643,816499,"{94963: 0.9890818009629339, 47000: 0.9881702688809336, 94854: 0.9879114817029343, 34585: 0.9875458439030036, 44785: 0.9875359985329722}"
2644,2644,2644,816502,"{79: 0.9976016274716296, 108293: 0.9974857850011799, 28684: 0.9969284459429317, 30235: 0.9966985849082077, 829: 0.9966157375793121}"
2645,2645,2645,816505,"{97848: 0.9600805324237346, 48734: 0.95887566781875, 46608: 0.9583852902035082, 113246: 0.9583718737992228, 16517: 0.9575352057883875}"
2646,2646,2646,816650,"{87903: 0.989618126118131, 54219: 0.9891061178062928, 101572: 0.9889441338589212, 46432: 0.9889129707834667, 26339: 0.9887296067477831}"
2647,2647,2647,816802,"{109288: 0.9881173105816426, 60138: 0.9873450745455743, 100512: 0.9866814838250472, 102261: 0.9864735756537708, 31602: 0.9863389914524453}"
2648,2648,2648,816864,"{104901: 0.9893249843462946, 97496: 0.9892062303718304, 114070: 0.9887474659048326, 112662: 0.9886971662600739, 19139: 0.9885886104878783}"
2649,2649,2649,817030,"{93185: 0.9805348828890809, 69575: 0.9803685705025317, 93368: 0.9802907085636071, 114163: 0.9797565629107924, 83873: 0.9784334206246831}"
2650,2650,2650,817244,"{98915: 0.9910247757133779, 16539: 0.9905723471385293, 107547: 0.990551836262246, 16821: 0.9897143675851745, 9608: 0.9884284803073223}"
2651,2651,2651,817263,"{1: 0.9884478244495408, 43408: 0.9878934445216965, 101533: 0.9874289223602907, 44463: 0.9869363767718238, 48934: 0.9861563979405263}"
2652,2652,2652,817598,"{93368: 0.9834435279976862, 86520: 0.9827806872124154, 103175: 0.9825723888935166, 1133: 0.9819789908553841, 45685: 0.9816199455250457}"
2653,2653,2653,817695,"{13644: 0.9966544501542414, 100456: 0.9965713355377274, 106737: 0.9963463281733946, 112132: 0.9961853079920292, 107541: 0.9960511900993508}"
2654,2654,2654,817880,"{82943: 0.9910425707365893, 104726: 0.9896679464621342, 44391: 0.9890891907885255, 38362: 0.9890395650263932, 110886: 0.9883112487351176}"
2655,2655,2655,817936,"{103175: 0.9880089888899581, 73976: 0.9865792268160872, 36109: 0.9865322053138627, 85042: 0.985781990714005, 113527: 0.9853777905336674}"
2656,2656,2656,817959,"{69124: 0.9790556191661574, 1764: 0.9772576825838691, 810: 0.9767102121379981, 487: 0.9764542176774655, 34567: 0.976345541196693}"
2657,2657,2657,817969,"{102537: 0.9927081797541648, 44391: 0.9913024950341355, 2780: 0.9912011447745999, 102870: 0.9908651429705039, 106224: 0.9907803565664943}"
2658,2658,2658,818006,"{58492: 0.9860322494124494, 95084: 0.9847070150609883, 2784: 0.9837637039427078, 62521: 0.9832938439433452, 32133: 0.9832558596870895}"
2659,2659,2659,818192,"{108877: 0.983271438648566, 104850: 0.9821618943814739, 102115: 0.981704608910926, 31449: 0.9815888318155006, 42860: 0.980976477423852}"
2660,2660,2660,818272,"{16327: 0.9786422426947421, 10290: 0.9785419186541702, 31219: 0.9777703147966761, 41236: 0.9772854474670842, 32262: 0.976240976579917}"
